ICD10Code,CCSRCategory,Infection,BacterialInfection,Focus
S940,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S941,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S942,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S943,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S948,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S949,INJ025; INJ062; INJ073,FALSE,FALSE,"NA"
S950,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S951,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S952,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S958,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S959,INJ016; INJ053; INJ073,FALSE,FALSE,"NA"
S960,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S961,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S962,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S968,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S969,INJ025; INJ062; INJ073; INJ024; INJ061; INJ012; INJ049,FALSE,FALSE,"NA"
S970,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S971,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S978,INJ018; INJ055; INJ073,FALSE,FALSE,"NA"
S980,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S981,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S982,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S983,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S989,INJ014; INJ051; INJ073,FALSE,FALSE,"NA"
S990,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S991,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S992,INJ005; INJ042; INJ073,FALSE,FALSE,"NA"
S998,INJ026; INJ063; INJ073,FALSE,FALSE,"NA"
S999,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
T07,INJ027,FALSE,FALSE,"NA"
T07X,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
T148,INJ027; INJ064; INJ073,FALSE,FALSE,"NA"
T149,INJ027; INJ064; INJ073; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T150,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T151,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T158,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T159,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T161,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T162,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T169,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T170,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T171,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T172,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T173,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T174,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T175,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T178,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T179,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T180,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T181,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T182,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T183,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T184,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T185,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T188,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T189,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T190,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T191,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T192,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T193,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T194,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T198,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T199,INJ020; INJ057; INJ073,FALSE,FALSE,"NA"
T200,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T201,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T202,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T203,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T204,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T205,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T206,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T207,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T210,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T211,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T212,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T213,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T214,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T215,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T216,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T217,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T220,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T221,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T222,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T223,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T224,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T225,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T226,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T227,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T230,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T231,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T232,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T233,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T234,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T235,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T236,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T237,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T240,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T241,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T242,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T243,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T244,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T245,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T246,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T247,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T250,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T251,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T252,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T253,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T254,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T255,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T256,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T257,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T260,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T261,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T262,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T263,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T264,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T265,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T266,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T267,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T268,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T269,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T270,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T271,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T272,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T273,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T274,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T275,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T276,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T277,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T280,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T281,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T282,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T283,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T284,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T285,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T286,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T287,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T288,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T289,INJ019; INJ056; INJ073,FALSE,FALSE,"NA"
T300,INJ019,FALSE,FALSE,"NA"
T304,INJ019,FALSE,FALSE,"NA"
T310,INJ019,FALSE,FALSE,"NA"
T311,INJ019,FALSE,FALSE,"NA"
T312,INJ019,FALSE,FALSE,"NA"
T313,INJ019,FALSE,FALSE,"NA"
T314,INJ019,FALSE,FALSE,"NA"
T315,INJ019,FALSE,FALSE,"NA"
T316,INJ019,FALSE,FALSE,"NA"
T317,INJ019,FALSE,FALSE,"NA"
T318,INJ019,FALSE,FALSE,"NA"
T319,INJ019,FALSE,FALSE,"NA"
T320,INJ019,FALSE,FALSE,"NA"
T321,INJ019,FALSE,FALSE,"NA"
T322,INJ019,FALSE,FALSE,"NA"
T323,INJ019,FALSE,FALSE,"NA"
T324,INJ019,FALSE,FALSE,"NA"
T325,INJ019,FALSE,FALSE,"NA"
T326,INJ019,FALSE,FALSE,"NA"
T327,INJ019,FALSE,FALSE,"NA"
T328,INJ019,FALSE,FALSE,"NA"
T329,INJ019,FALSE,FALSE,"NA"
T330,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T331,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T332,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T333,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T334,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T335,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T336,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T337,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T338,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T339,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T340,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T341,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T342,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T343,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T344,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T345,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T346,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T347,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T348,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T349,INJ021; INJ058; INJ074,FALSE,FALSE,"NA"
T360,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T361,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T362,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T363,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T364,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T365,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T366,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T367,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T368,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T369,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T370,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T371,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T372,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T373,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T374,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T375,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T378,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T379,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T380,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T381,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T382,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T383,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T384,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T385,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T386,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T387,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T388,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T389,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T390,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T391,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T392,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T393,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T394,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T398,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T399,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T400,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T401,INJ022; INJ059; MBD034; MBD012; MBD027; INJ028; INJ065; INJ075,FALSE,FALSE,"NA"
T402,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T403,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T404,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T405,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T406,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T407,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T408,INJ022; INJ059; MBD034; MBD012; MBD027; INJ028; INJ065; INJ075,FALSE,FALSE,"NA"
T409,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T410,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T411,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T412,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T413,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T414,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T415,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T420,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T421,INJ022; INJ059; INJ075; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T422,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T423,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T424,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T425,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T426,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T427,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T428,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T430,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T431,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T432,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T433,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T434,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T435,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T436,INJ022; INJ059; MBD034; MBD012; MBD027; XXX000,FALSE,FALSE,"NA"
T438,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T439,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T440,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T441,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T442,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T443,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T444,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T445,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T446,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T447,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T448,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T449,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T450,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T451,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T452,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T453,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T454,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T455,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T456,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T457,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T458,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T459,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T460,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T461,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T462,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T463,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T464,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T465,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T466,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T467,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T468,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T469,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T470,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T471,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T472,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T473,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T474,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T475,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T476,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T477,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T478,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T479,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T480,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T481,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T482,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T483,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T484,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T485,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T486,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T489,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T490,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T491,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T492,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T493,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T494,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T495,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T496,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T497,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T498,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T499,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T500,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T501,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T502,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T503,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T504,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T505,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T506,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T507,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T508,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T509,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; INJ028; INJ065; XXX000,FALSE,FALSE,"NA"
T50A,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T50B,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T50Z,INJ022; INJ059; INJ075; MBD012; MBD027; MBD034; XXX000,FALSE,FALSE,"NA"
T510,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T511,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T512,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T513,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T518,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T519,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T520,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T521,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T522,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T523,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T524,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T528,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T529,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T530,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
T531,INJ023; INJ060; INJ075; MBD012; MBD027; MBD034,FALSE,FALSE,"NA"
